Name,,PrepTime,TotalTime,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredient,AggregatedRating,ReviewCount,Calories,FatContent,,,,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions,CookTimeInMinutes
Twice-Baked Sweet Potatoes,,PT25M,PT2H5M,Make and share this Twice-Baked Sweet Potatoes recipe from Food.com.,character(0),Potato,"c(""Vegetable"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1"", , ""6"", ""1/3"", ""1/4"", ""1/8"")","c(""head of garlic"", ""sweet potatoes"", ""sour cream"", ""salt"", ""pepper"")",4.5,5,144,2.6,,,,28.2,4,5.9,2.6,6,1,"c(""Remove outer covering from garlic but don't separate the cloves."", ""Wrap garlic in aluminum foil coated with cooking spray."", ""Place garlic and sweet potatoes on a baking sheet."", ""Bake at 400 degrees Fahrenheit for 1-1/4 hours."", ""Separate garlic cloves; squeeze to extract 2 teaspoons pulp."", ""Slice skin away from top of each potato and scoop out the pulp leaving   the shells intact."", ""Mash potato pulp with garlic, sour cream, salt and pepper."", ""Spoon into potato shells."", ""Bake 400 degrees Fahrenheit for 15 minutes or until heated.""
)",100
Rock Candy II,,PT20M,PT20M,Make and share this Rock Candy II recipe from Food.com.,character(0),Candy,"c(""Dessert"", ""Kid Friendly"", ""Free Of..."", ""< 30 Mins"")","c(""1"", ""1"", ""1"", ""1"", , ""1"", ""2"")","c(""water"", ""sugar"")",4.63201371,0,1548,0,,,,399.9,0,399.2,0,1,1,"c(""Tie a short piece of cotton string to the middle of the pencil or  stick."", ""Attach a paper clip to the other end of the string for weight.  Moisten the string very lightly, and roll in a bit of sugar (this will  help \""attract\"" the sugar crystals from the syrup to the string) Place the  pencil or stick over the top of the glass or jar with the string hanging  down inside.  Heat the water to boiling, and dissolve 2 cups of sugar in it.  For the biggest crystals FAST, heat the sugar water solution a second  time, and dissolve as much additiol sugar into it as possible. Add a  few drops of food coloring to the solution if desired."", 
""Pour the solution into the prepared glass or jar and leave  undisturbed for a couple days."", ""Depending on how much sugar you were able  to dissolve in the water, you should start seeing crystals growing in a  few hours to a few days."")",0
Curry Curlies,,PT20M,PT28M,Make and share this Curry Curlies recipe from Food.com.,character(0),Lunch/Scks,"c(""< 30 Mins"", ""Oven"", ""Easy"")","c(""1"", ""185"", ""2"", ""1"")","c(""puff pastry sheets"", ""butter"", ""curry powder"")",4.63201371,0,6831.4,529.1,,,,465,23.6,16.1,73.2,1,1,"c(""Cut pastry into 1 cm strips."", ""Brush both sides of the strips with combined melted butter and curry powder."", ""Lightly press finely crushed potato chips on both sides; twist to curl."", ""Place on lightly greased oven trays."", ""Bake in moderately hot oven 8 minutes or until golden."", ""Cool on wire rack."")",8
Florentiner,,PT50M,PT56M,Make and share this Florentiner recipe from Food.com.,character(0),Dessert,"c(""German"", ""European"", ""< 60 Mins"", ""Oven"")","c(""120"", ""50"", ""125"", ""40"", ""100"", ""100"", ""100"", ""60"", , ""200"", ""3"")","c(""butter"", ""sugar"", ""flour"", ""water"")",4.63201371,0,2129,153.8,,,,196.6,31.9,125.5,42.7,1,1,"c(""Preheat oven to 350 degrees Fahrenheit."", ""In saucepan, combine whipping cream, butter and  sugar."", ""Bring to a boil, stirring constantly."", ""Remove from heat."", ""Add candied fruit, candied orange, almond slivers, ground almonds, and flour, one after the other to cream, mixing well."", ""Drop by teaspoonfuls onto greased cookie sheet, leaving several inches space in between."", ""With fork, dipped in water, press dough to approx 5 cm  (2 inches diameter) rounds."", ""Bake 5 to 6 minutes."", ""Carefully remove and cool on  rack."", 
""In the meantime, for the glaze, melt the grated chocolate with water in double boiler or in microwave."", ""After cookies have cooled, brush glaze onto smooth bottom side of  cookies."", ""Before glaze hardens, make a pattern by moving a fork across glaze."", ""Die Florentiner im 180 oC heissen Ofen 5 bis 6 Minuten backen."", ""Mit einem  Spatel vom Blech loesen und auf einem Kuchengitter abkuehlen lassen."", ""Inzwischen die feingeriebene Zartbitterschokolade mit dem Wasser  vermischen und im heissen Wasserbad schmelzen.""
)",6
Homemade Butter,,PT25M,PT6H35M,Make and share this Homemade Butter recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/0/picinxOPY.jpg""",Very Low Carbs,"c(""Low Protein"", ""Weeknight"", ""Easy"")","""1""","""heavy cream""",5,8,68.4,7.3,,,,0.6,0,0,0.4,12,1,"c(""Place the bowl and blade of a food processor into the freezer to chill  for 4 to 5 hours."", ""Refit the bowl and blade, turn on the food processor,  and pour the cream through the feed tube. Continue to process for about  10 minutes, until the Butter has hardened around the blade, leaving the  liquid that has separated from the cream in the bottom of the bowl."", ""Transfer the Butter to a fine sieve and shake 2 or 3 times over the sink  to allow any excess liquid to drain."", ""Put the butter in a bowl, cover, and  chill for at least 1 hour before using."", 
""Store it in the refrigerator,  where it has a shelf life of about 1 week."", ""While holding the ruler, grab the end of the top  layer of wax paper and slowly pull it toward you; this will form the  Butter into the shape of a log."", ""Roll the paper around the log and chill."", ""Serve whole or cut off medallions as needed."")",370
Homemade Butter II,,PT5M,PT8M,Make and share this Homemade Butter II recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/1/pic6Vdvil.jpg""",Very Low Carbs,"c(""Low Protein"", ""< 15 Mins"", ""Easy"")","c(""1"", ""1/2"", ""2"")","c(""heavy whipping cream"", ""water"")",5,1,615.8,66,,,,5,0,0.2,3.7,1,1,"c(""Fit the steel knife blade into the work bowl of your food processor."", ""Process  cream until whipped, about 30 seconds."", ""Add water and ice cubes."", ""Process 2-3  minutes until butter has formed  and separated from the liquid."", ""No harm will be  done if you overwhip this  mixture. Pour butter and liquid into a fine strainer."", ""With a rubber spatula,  gently press butter against sieve to remove excess  moisture. DO NOT press  too hard or butter will go through strainer."", ""Refrigerate butter in a  covered container."", 
""This makes 1/3 cup butter."", ""If you prefer salted butter, add 1/8 teaspoon  or less of salt to cream before processing."")",3
Florentines,,PT35M,PT46M,Make and share this Florentines recipe from Food.com.,character(0),Dessert,"c(""German"", ""European"", ""< 60 Mins"", ""For Large Groups"", ""Oven"")","c(""1/2"", ""1/4"", ""1"", ""1/4"", ""1/3"", ""2"", ""1"", ""1/2"", ""1/2"", ""2"", ""1"")","c(""all-purpose flour"", ""baking soda"", ""salt"", ""butter"", ""margarine"", ""brown sugar"", ""light corn syrup"", ""egg"", ""coconut"", ""vanilla extract"", ""butter"", ""margarine"")",4.63201371,0,36.9,2.2,,,,4.2,0.2,2.5,0.4,48,1,"c(""Mix flour, baking soda and salt."", ""Cream 1/4 cup butter or margarine."", ""Gradually add brown sugar and beat until light and fluffy."", ""Add corn syrup  and egg."", ""Blend well."", ""Stir in flour mixture, coconut and vanilla."", ""Drop by half teaspoonfuls onto greased baking sheets, leaving 2 inches between."", ""Bake at 350 degrees Fahrenheit (180 degrees Celsius) about 10 minutes."", ""Cool on baking sheets for 1 minute."", ""Remove quickly and finish cooling on racks. (If wafer hardens, return briefly to oven)."", 
""Melt chocolate and 1 tablespoon  butter in pan over very low heat, stirring constantly until smooth."", ""Drizzle chocolate over cookies."")",11
How to Make Yeast,,PT15M,PT15M,Make and share this How to Make Yeast recipe from Food.com.,character(0),Yeast Breads,"c(""Breads"", ""Australian"", ""< 15 Mins"", ""Easy"")","c(""2 1/4"", ""4 1/2"", ""1/2"", ""1/2"")","c(""water"", ""sugar"")",4.63201371,0,387,0,,,,100,0,99.8,0,1,1,"c(""To the siftings or bran, add the water boiled and strained, then throw in the hops and sugar."", ""When cool set it working, and bottle it."", ""from THE TRADITION OF AUSTRALIAN COOKING by ANN GOLLAN  typed by KEVIN JCJD SYMONS  MMMMM  MMMMM----- Recipe via Meal-Master (tm) v8.05."")",0
Thai Citrus Chicken Salad,,PT1H,PT1H,This is a healthy and delicious summer salad.  Great for lunch while sitting out in the garden with a a nice cold glass of white wine. :),"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/4/picl6Emxi.jpg""",Chicken,"c(""Oranges"", ""Poultry"", ""Citrus"", ""Fruit"", ""Meat"", ""Asian"", ""Brunch"", ""< 60 Mins"")","c(""1"", ""1"", ""2"", ""1/4"", ""2"", ""1"", ""1"", ""2"", ""100"", ""1"", ""1"", ""2"", , , ""1/4"")","c(""garlic clove"", ""light soy sauce"", ""oranges"", ""lime"", ""brown sugar"", ""Chinese cabbage"", ""bean sprouts"", ""red onion"", ""orange"", ""fresh cilantro"", ""fresh cilantro"")",5,15,311.2,3.7,,,,40.9,8.6,26.9,32.7,2,1,"c(""DRESSING:"", ""Combine the ginger, garlic, soy sauce, rice wine vinegar, orange juice, lime juice, and brown sugar together."", ""Add salt and freshly ground pepper and taste for seasoning."", ""Refrigerate 1 hour to allow flavors to infuse."", ""SALAD:"", ""Combine the Chinese Cabbage, bean sprouts, sliced red onion and orange segments. (I like to drop everything in a large zip-lock bag)."", ""Toss with half of the dressing. (Again, if you use a zip-lock bag you can easily pour in half of the dressing, seal and fumble to mix dressing in with salad; place in the refrigerator until ready to use.)."", 
""Add the sliced chicken to a frying pan and brown lightly with a small amount of olive oil."", ""Add the remainder of the citrus dressing; bring to a boil; reduce for 30 seconds to allow mixture to thicken slightly."", ""Place Chinese cabbage mixture on two dinner plates."", ""Arrange sliced chicken on top and pour over the remaining sauce."", ""Top with freshly chopped cilantro."")",0
Chutney Ham Salad,,PT25M,PT25M,This is one of the Zaar recipes that I adopted.  I hope to make this soon as it looks like a dish my family would enjoy.  I’ll edit the recipe accordingly if needed.,character(0),Chutneys,"c(""Sauces"", ""Pork"", ""Meat"", ""< 30 Mins"", ""Easy"")","c(""1"", , ""2"", ""1"", ""1"", ""3"")","c(""pineapple chunks"", ""ham"", ""cheddar cheese"", ""sour cream"", ""chutney"")",4.63201371,0,373.8,25.5,,,,11.8,0.5,8.4,24.7,4,1,"c(""Drain pineapple, reserving 2 tablespoons juice."", ""Arrange pineapple, ham and cheese onto each of four salad plates lined with crisp salad greens."", ""For dressing, combine sour cream, reserved pineapple juice and chutney."", ""Spoon dressing over each salad to serve."")",0
Dolmades with Yogurt-Mint Sauce,,PT1H50M,PT3H21M,Make and share this Dolmades with Yogurt-Mint Sauce recipe from Food.com.,character(0),White Rice,"c(""Long Grain Rice"", ""Rice"", ""Turkish"", ""Greek"", ""Southwest Asia (middle East)"", ""Asian"", ""European"", ""Low Cholesterol"", ""Weeknight"", ""< 4 Hours"")","c(""1/4"", ""3"", ""1"", ""3"", ""1"", ""1 1/2"", ""4"", ""1/3"", ""1/3"", ""1/3"", ""1/4"", ""1"", ""1"", ""1/4"", ""1"", )","c(""olive oil"", ""olive oil"", ""onion"", ""garlic"", ""long grain white rice"", ""cumin"", ""canned chicken broth"", ""currants"", ""pine nuts"", ""fresh parsley"", ""of fresh mint"", ""grape leaves"", ""plain yogurt"", ""of fresh mint"", ""garlic"", ""lemon wedge"")",4,5,89,5,,,,8.6,0.4,1.8,3,1,1,"c(""FOR GRAPE LEAVES:"", ""Heat 1/4 cup oil in heavy medium saucepan over medium low heat. Add  onion and garlic. Saute until very tender, about 10 minutes."", ""Add  rice and cumin and stir 1 minute. Add 2 cups broth and currants."", ""Cover and simmer until rice is tender and liquid is absorbed, about  20 minutes."", ""Transfer to bowl."", ""Mix in nuts, parsley and mint. Season  with salt and pepper."", ""Cool completely."", ""(Can be made I day ahead. Cover; chill.)"", ""Place grape leaves in bowl."", ""Cover with cold water and let stand 30  minutes."", 
""Drain."", ""(Cut off stems."", ""Arrange 1 leaf veined side up on  work surface. Place 1 rounded Tbsp of rice filling on stem end,  leaving 1/2-inch border."", ""Fold 2 short sides over rice, then roll up  starting at stem end."", ""Repeat with remaining leaves and filling."", ""Place seam in side down in 2 heavy 12-inch skillets."", ""Divide  remaining 3 Tbsp oil and 2 cups broth between skillets."", ""Cover;  simmer over medium-low heat until liquid is absorbed, about 30  minutes."", ""Uncover and let rolls cool."", 
""Transfer to platter."", ""Cover and  chill."", ""(Can be made 1 day ahead.)   FOR SAUCE:  Combine yogurt, mint, and garlic in small bowl."", ""Season to taste with  salt and pepper."", ""Place grape leaf rolls on platter and garnish with lemon."", ""Serve with  sauce.  These rice-filled grape leaves are a classic Greek appetizer."")",91
Grand Marnier Cake II,,PT40M,PT1H30M,Make and share this Grand Marnier Cake II recipe from Food.com.,character(0),Dessert,"c(""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1"", ""1 1/2"", ""3"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1/4"", ""1/4"", ""1/3"", ""1/2"", ""2"")","c(""butter"", ""sugar"", ""eggs"", ""flour"", ""baking powder"", ""baking soda"", ""sour cream"", ""orange, zest of"", ""Grand Marnier"", ""sugar"")",4.63201371,0,642.2,34.6,,,,77.5,1.6,51.2,8.2,8,1,"c(""Cream butter and sugar."", ""Beat in egg yolks."", ""Add flour, baking powder and baking soda altertely with sour cream, beating until smooth."", ""Stir in orange rind and chopped almonds."", ""Fold in stiffly beaten egg whites."", ""Pour into buttered 9-inch tube pan."", ""Bake in moderate 350 degree Fahrenheit oven about 50 minutes."", ""Mix orange juice, Grand Marnier, and sugar together; spoon over hot cake in pan."", ""Decorate top with almonds."", ""Cool before removing from pan."")",50
French Pecan Pie II,,PT25M,PT55M,Make and share this French Pecan Pie II recipe from Food.com.,character(0),Pie,"c(""Dessert"", ""Fruit"", ""Nuts"", ""European"", ""Low Cholesterol"", ""< 60 Mins"", ""Oven"")","c(""3"", ""1"", ""2/3"", ""1"", ""1"", ""1/2"")","c(""vanilla"", ""graham cracker crumbs"", ""sugar"", ""pecans"", ""baking powder"")",5,4,304.8,14.1,,,,43.3,2,37.1,4.1,1,1,"c(""Mix egg whites and vanilla."", ""Add graham cracker crumbs, sugar, pecans, and baking powder."", ""Gentleness not obligatory; just stir it all up and pour into a well buttered pie pan."", ""Bake at 350 degrees Fahrenheit for  25 to 30 minutes."", ""Do not overcook."", ""Allow to cool."", ""Top with whipped cream and  refrigerate until ready to serve."", ""Pie (without cream) freezes well."")",30
Fish Chowder,,PT30M,PT55M,"This is one of the recipes I adopted -- it's gotten 5 stars all around, so I won't change it, but I wouldn't use margarine or cooking oil -- I would use either light olive oil or unsalted butter.  I also might substitute half and half for the milk, to be a little decadent once in a while...","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/2ym1pt8Rme5VZDRZVF9G_chowder.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/VRX9ZmK7Sf62Y84IX2ka_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/UMiQ1gT8TeK9xtIrhrEM_IMG_0862.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/01462900765.jpeg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/mwBXqIsXTTiVH7a7otcC_fish_chowder_salad.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/vBLL0ckSG6ca8YIxvsJ5_chowder.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/AOL7OIg7T42yeWVmbpnn_chowder.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/picXr5HL6.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/pic4YcL6n.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/picw6fYFY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/picGDHucd.jpg"")",Chowders,"c(""Potato"", ""Vegetable"", ""Low Cholesterol"", ""< 60 Mins"")","c(""1"", ""2"", ""1"", ""1/2"", ""2"", ""1/2"", ""2"", ""1"", ""1/2"", ""1"")","c(""cod fish fillet"", ""margarine"", ""onion"", ""celery"", ""raw potatoes"", ""carrot"", ""boiling water"", ""salt"", ""pepper"", ""milk"")",5,66,261,8.8,,,,20.7,2.8,2.7,24.4,4,1,"c(""Cut cod fillets into bite sized pieces."", ""Melt margarine in large saucepan Cook  onion and celery until onion is tender and translucent. Add potatoes, carrots,  water, salt and pepper."", ""Cover and simmer 10 to 15 minutes until vegetables are  tender."", ""Add fish and cook 10 minutes longer."", ""Add milk."", ""Reheat, but do not boil."", ""Serves 4."", ""Serve hot, with freshly baked home made bread or rolls and butter."")",25
Drunken Chicken,,PT20M,PT1H35M,Make and share this Drunken Chicken recipe from Food.com.,character(0),Whole Chicken,"c(""Chicken"", ""Poultry"", ""Meat"", ""Free Of..."", ""Weeknight"", ""< 4 Hours"")","c(""1"", ""4"", ""3"", ""1"", ""2"", ""2"", )","c(""whole chicken"", ""low sodium chicken broth"", ""ginger"", ""soy sauce"", ""scallions"")",3,1,1042.9,54.4,,,,3.8,0.2,0.7,62.7,1,1,"c(""Put chicken in a medium-size pot, large enough to hold it and have  it submerged in the cooking liquids."", ""Add chicken broth, ginger, soy  sauce, scallions and whiskey and bring it to a simmer."", ""Simmer, covered  for 45 minutes."", ""Then turn off the heat and leave the lid on the pot--do  not remove cover."", ""Allow chicken to sit for another 30 minutes or so."", ""Then remove chicken, rub lightly with sesame oil and serve."")",75
